,building_name,building_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,property_story,walking_score,transit_score,bike_score,building_description,building_website
148,"""89-14 90th St""","""$699,995""","""3Beds""","""2.5Baths""","""$683,332""","""Woodhaven,NY""","""Single Family Residential""","""1,156""","""2""","""92""","""77""","""53""","""Come check out this absolutely beautiful turn key home! Spacious rooms warm and vibrant feel to the home! EIK huge master bedroom and two other bedrooms upstairs w/fin basement.""",https://www.redfin.com/NY/Jamaica/89-14-90th-St-11421/home/20787536
149,"""211 W 179th St""","""$795,000""","""6Beds""","""3.5Baths""","""$767,184""","""BRONX,NY""","""Single Family Residential""","""2,219""","""2""","""86""","""100""","""61""",NA,https://www.redfin.com/NY/The-Bronx/211-W-179th-St-10453/home/44756138
150,"""3 W Raleigh Ave""","""$750,000""","""3Beds""","""3Baths""","""$740,161""","""Staten Island,NY""","""Single Family Residential""","""1,452""","""2.5""","""84""","""59""","""59""","""Public Remarks: Beautiful, cozy one family detached in Clove Lake area, Original hardwood floor through out natural trim wood , Updated kitchen with stainless steel appliances and granite counter top, wood burning fireplace in family room and a bonus room right next, it could be 4th room, 3 good size bedrooms and finished walk up attic ( could be mother's bed room ) full finished basement with 2 extra rooms, family room and a full bath, detached garage on ford pl, close to staten island zoom, YMCA  &  transportations""",https://www.redfin.com/NY/Staten-Island/3-W-Raleigh-Ave-10310/home/56127799
151,"""302 96 St Unit 3P""","""$497,000""","""2Beds""","""1Bath""","""$487,343""","""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""96""","""88""","""79""","""A true two bedroom corner co-op with a stunning stylish kitchen with beautiful finishing touches. The brand new kitchen has been redesigned for functionality & style.  The kitchen consists of custom white upper cabinets, grey base cabinets, stainless steel appliances with professional range hood & an attractive glass backsplash.  An added feature is the island consisting of quartz counter tops, pendant lights & generous underneath cabinet storage. The island easily accommodates seating for 5 which is perfect for entertaining .The kitchen opens beautifully to a spacious living room.  The master bedroom is king-sized with 2 closets .The second bedroom offers eastern exposure and is flooded with morning light. The windowed bath has a new vanity. Other features include hardwood floors, 5 closets, circuit breakers, a pantry closet & 8 windows. Building amenities include a live in super, renovated lobby with key-less entry, video security intercom, laundry room on ground level, bike/storage areas & a wait list for indoor parking.  This desirable location has a  MET supermarket across the street. The convenient transportation consists of NYC express buses, R train,   And easy access to the Belt Parkway. Enjoy the nearby activities at legendary scenic Shore Road Promenades with newly designed paths which is only 2 blocks away .Local area happenings include weekend farmer's markets, 86th Street shopping strip, everyday dining at Bay Ridge's vibrant restaurants & delightful cafes. Sorry no pets permitted.      A great opportunity to buy an immaculate co-op with low maint of $871.""",https://www.redfin.com/NY/Brooklyn/302-96th-St-11209/unit-3P/home/79097862
152,"""228 Martin Ave""","""$649,000""","""3Beds""","""3Baths""","""$642,346""","""Staten Island,NY""","""Single Family Residential""","""1,390""","""2""","""49""","""55""","""45""","""Public Remarks: 20792H- Oversized 18' extra-wide semi-detached for sale at Willowbrook. Recently renovated with custom made eat-in-kitchen in 2018. Sunken living room and half bath on the first floor. Second floor has a master suite 3/4 bath with two additional bedrooms and a full bath. Fully finished basement. Plenty of storage spaces and close to shops and transportation.""",https://www.redfin.com/NY/Staten-Island/228-Martin-Ave-10314/home/56136083
153,"""68 Gibson Pl""","""$425,000""","""2Beds""","""1.5Baths""","""$424,669""","""Yonkers,NY""","""Single Family Residential""",NA,—,"""51""","""59""","""38""","""Pretty 1931 Tudor in Historic Park Hill. Living room with woodburning fireplace & heater insert, slate hearth & 2 sconces, dining room with bay window, 1st floor den, updated powder room. Beautiful kitchen with poplar cabinetry, granite countertops, tiled backsplash with sunflower border. Stainless steel appliances (French door refrigerator, dishwasher, smooth-top range). Built-in china cabinet, island with breakfast bar, and 2 skylights complete this totally renovated space. Two spacious bedrooms, renovated bath with skylight. Walk-up, light-filled attic, tons of room for storage. Outdoors, the deck sits high above the neighbors with distant views. Oak floors thru-out, with an inlaid border on 1st floor. Many improvements last 10 years: 30-year Timberline roof, boiler, washer & dryer, sidewalks, copper water service line, deck but does need cosmetic updates. LOW, LOW taxes, under $8000 with STAR. A true value in today   s market. Great location, easy access to parkways, minutes to NYC.""",https://www.redfin.com/NY/Yonkers/68-Gibson-Pl-10705/home/20181882
154,"""40-35 Ithaca St Unit 6B""","""$520,000""","""1Bed""","""1Bath""","""$512,579""","""Elmhurst,NY""","""Condo/Co-op""","""794""","""6""","""99""","""100""","""77""","""Great location! Move-in now! Beautiful 1 BR, EIK, formal DR, corner unit. Convenient to transportation: 2 blocks from 7 Train at 82 Street and Roosevelt Ave, and shopping area. A must see!!!""",https://www.redfin.com/NY/Queens/40-35-Ithaca-St-11373/unit-6B/home/20931852
155,"""7207 3rd Ave""","""$2,895,000""","""12Beds""","""6Baths""",NA,"""Brooklyn,NY""","""Condo/Co-op""","""5,038""","""4""","""99""","""91""","""81""","""Excellent Location, Mixed Use.  Two stores plus six family building in prime Bay Ridge.  Great opportunity for investment.  CAP of 4.25%""",https://www.redfin.com/NY/Brooklyn/7207-3rd-Ave-11209/home/40813311
156,"""2303 E 65th St""","""$2,499,000""","""4Beds""","""3Baths""","""$2,261,979""","""Brooklyn,NY""","""Single Family Residential""","""4,341""","""2.5""","""77""","""68""","""51""","""Mill Basin home""",https://www.redfin.com/NY/Brooklyn/2303-E-65th-St-11234/home/40905307
157,"""447 W 36th St""","""$18,998,000""",NA,NA,NA,"""New York,NY""","""Multi-Family (2-4 Unit)""",NA,—,"""99""","""100""","""88""",NA,https://www.redfin.com/NY/New-York/447-W-36th-St-10018/home/173640089
158,"""468 2nd St""","""$3,295,000""",NA,NA,NA,"""Brooklyn,NY""","""Multi-Family (2-4 Unit)""","""3,440""","""4""","""98""","""100""","""86""","""Welcome to 468 2nd Street. This classic four story, twenty foot wide home, consists of an owner's triplex and a separate garden apartment, measuring 3,440 square feet. The home is in move-in condition with the main residence beginning on the parlor level. Upon entering you immediately feel welcomed by restored original details such as the oak banister, tin ceilings, and the multiple fireplaces throughout. The main living area is large with a cohesive floor plan offering a living room and open kitchen, both connected by a charming arched dining area. This level is perfect for everyday living and entertaining with a large living space and convenient powder room. The next two levels offer 5 bedrooms and 3 full baths. Choose between one of two oversized bedrooms as your primary suite, either on the third or fourth floor depending on your preference. Enjoy private outdoor space on a large balcony off of the kitchen perfect for alfresco dining. From the balcony there is access to the landscaped garden with two patios. This garden can easily be sectioned to be enjoyed privately by residents of both the triplex and garden apartment. The garden apartment is completely private with its own entrance. It offers two bedrooms, 1 bathroom, and a spacious kitchen open to the living area and dining alcove. Below the garden apartment is a large basement with an immense amount of dry storage space for the owner and a laundry room that can be accessed by either unit. 468 2nd Street is situated on a tree lined, town home block, near schools, with easy access to all of the shops and restaurants on Seventh Avenue.""",https://www.redfin.com/NY/Brooklyn/468-2nd-St-11215/home/40699626
159,"""202 Macdonough St""","""$2,700,000""","""6Beds""","""6Baths""",NA,"""Brooklyn,NY""","""Single Family Residential""","""3,772""","""4""","""97""","""100""","""75""","""Reimagined and expertly crafted, 202 MacDonough offers the perfect blend of high end renovations with thoughtful configurations of unrivaled luxurious living spaces. Located on one of the most desirable MacDonough Street blocks in Bedford Stuyvesant, this stunning 20' x 42' single family brownstone has been meticulously restored - from the classic brownstone facade to the roof (with a rooftop deck) and the totally new electrical and mechanicals. The open layout  &  high ceilings on the parlor floor combined with the custom chef's kitchen complete with a tri-fold, floor to ceiling sliding NanaWall glass doors leading out to the deck  &  perfectly manicured backyard / garden, will certainly impress even the most discerning buyer. Top of the line stainless steel appliances including Fisher Paykel refrigerator, 36"" Bertazzoni range and canopy, Bosch dishwasher, Summit wine coolers and beverage center compliment the beautiful MasterCraft cabinetry in this perfectly designed contemporary kitchen. The open and relaxed feel is further enhanced by the floor to ceiling glass doors that open to a spacious deck with steps leading down to the manicured garden. The second and third floors of this one of a kind property features four bedrooms with luxurious en suite baths, a study / den, laundry room with washer /dryer hookup and access stairs leading to the finished roof deck offering sweeping views of the city skyline. The super spacious bedrooms have custom blinds in all windows and an abundance of closet space. All bathrooms have been fitted with Kohler  &  Toto fixtures, radiant heated floors and marble topped vanities. The garden level features a fifth bedroom with en suite bath radiant heated floors as well, laundry closet outfitted with full size Whirlpool washer / dryer, a recreational room with a wet bar  &  two wine coolers and floor to ceiling glass doors which opens to the garden - perfect for entertaining friends and family. The recreational space can also be easily converted to a sixth bedroom if required, as a second bathroom with additional closets  &  storage were cleverly added on this floor as well. The basement has been beautifully finished and can be used for additional storage. Conveniently located two blocks from the C train at the Kingston Throop stop or a short jaunt to the A express at Nostrand Avenue. Easy access to all your neighborhood favorite restaurants and cafes like Eugene  &  Company, Brown Butter, Peaches Hot House, Bohaus, and Tepache. Don't miss out - you have to see this house to appreciate the perfect fusion of grandeur and luxury.""",https://www.redfin.com/NY/Brooklyn/202-MacDonough-St-11216/home/40729475
